"","pokemon","id","first_type","second_type","base_HP","base_Attack","base_Defense","base_SpecialAttack","base_SpecialDefense","base_Speed","first_ability","second_ability","third_ability","description","gender_differences","gender_rate","is_baby","evolves_from_species_id","hatch_counter","forms_switchable"
"420","magnezone",462,"electric","steel",70,70,115,130,90,60,"magnet-pull","sturdy","analytic","It evolved from exposure to a special magnetic field. Three units generate magnetism.",0,-1,0,82,20,0
"387","lickilicky",463,"normal","None",110,85,95,80,95,50,"own-tempo","oblivious","cloud-nine","Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.",0,4,0,108,20,0
"581","rhyperior",464,"ground","rock",115,140,130,55,55,40,"lightning-rod","solid-rock","reckless","It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.",1,4,0,112,20,0
"708","tangrowth",465,"grass","None",100,100,125,110,50,50,"chlorophyll","leaf-guard","regenerator","Its vines grow so profusely that, in the warm season, you can’t even see its eyes.",1,4,0,114,20,0
"199","electivire",466,"electric","None",75,123,67,95,85,95,"motor-drive","vital-spirit","","It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.",0,2,0,125,25,0
"417","magmortar",467,"fire","None",75,95,67,125,95,83,"flame-body","vital-spirit","","It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.",0,2,0,126,25,0
"720","togekiss",468,"fairy","flying",85,50,95,120,115,80,"hustle","serene-grace","super-luck","It shares many blessings with people who respect one another’s rights and avoid needless strife.",0,1,0,176,10,0
"800","yanmega",469,"bug","flying",86,76,86,116,56,95,"speed-boost","tinted-lens","frisk","This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.",0,4,0,193,20,0
"383","leafeon",470,"grass","None",65,110,130,60,65,95,"leaf-guard","chlorophyll","","Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.",0,1,0,133,35,0
"262","glaceon",471,"ice","None",65,60,110,130,95,65,"snow-cloak","ice-body","","It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.",0,1,0,133,35,0
"267","gliscor",472,"ground","flying",75,95,125,45,75,95,"hyper-cutter","sand-veil","poison-heal","Its flight is soundless. It uses its lengthy tail to carry off its prey... Then its elongated fangs do the rest.",0,4,0,207,20,0
"423","mamoswine",473,"ice","ground",110,130,80,70,60,80,"oblivious","snow-cloak","thick-fat","Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.",1,4,0,221,20,0
"544","porygon-z",474,"normal","None",85,80,70,135,75,90,"adaptability","download","analytic","Its programming was modified to enable it to travel through alien dimensions. Seems there might have been an error...",0,-1,0,233,20,0
"243","gallade",475,"psychic","fighting",68,125,65,65,115,80,"steadfast","justified","","A master of courtesy and swordsmanship, it fights using extending swords on its elbows.",0,0,0,281,20,1
"548","probopass",476,"rock","steel",60,55,145,75,150,40,"sturdy","magnet-pull","sand-force","It freely controls three small units called Mini-Noses using magnetic force.",0,4,0,299,20,0
"190","dusknoir",477,"ghost","None",45,100,135,65,135,45,"pressure","frisk","","The antenna on its head captures radio waves from the world of spirits that command it to take people there.",0,4,0,356,25,0
"239","froslass",478,"ice","ghost",70,80,70,80,70,110,"snow-cloak","cursed-body","","Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.",0,8,0,361,20,0
"586","rotom",479,"electric","ghost",50,50,77,95,77,91,"levitate","","","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.",0,-1,0,NA,20,1
"749","uxie",480,"psychic","None",75,75,130,75,130,95,"levitate","","","It is said that its emergence gave humans the intelligence to improve their quality of life.",0,-1,0,NA,80,0
"448","mesprit",481,"psychic","None",80,105,105,105,105,80,"levitate","","","It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake’s surface.",0,-1,0,NA,80,0
"40","azelf",482,"psychic","None",75,125,70,125,70,115,"levitate","","","It is thought that Uxie, Mesprit, and Azelf all came from the same egg.",0,-1,0,NA,80,0
"164","dialga",483,"steel","dragon",100,120,120,150,100,90,"pressure","telepathy","","It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.",0,-1,0,NA,120,0
"500","palkia",484,"water","dragon",90,120,100,150,120,100,"pressure","telepathy","","It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.",0,-1,0,NA,120,0
"306","heatran",485,"fire","steel",91,90,106,130,106,77,"flash-fire","flame-body","","Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves.",0,4,0,NA,10,0
"572","regigigas",486,"normal","None",110,160,110,80,110,100,"slow-start","","","There is an enduring legend that states this Pokémon towed continents with ropes.",0,-1,0,NA,120,0
"260","giratina-altered",487,"ghost","dragon",150,100,120,100,120,90,"pressure","telepathy","","",NA,NA,NA,NA,NA,NA
"139","cresselia",488,"psychic","None",120,70,120,75,130,85,"levitate","","","Those who sleep holding Cresselia’s feather are assured of joyful dreams. It is said to represent the crescent moon.",0,8,0,NA,120,0
"516","phione",489,"water","None",80,80,80,80,80,80,"hydration","","","It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.",0,-1,0,NA,40,0
"424","manaphy",490,"water","None",100,100,100,100,100,100,"hydration","","","It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.",0,-1,0,NA,10,0
"148","darkrai",491,"dark","None",70,90,90,135,90,125,"bad-dreams","","","It can lull people to sleep and make them dream. It is active during nights of the new moon.",0,-1,0,NA,120,0
"625","shaymin-land",492,"grass","None",100,100,100,100,100,100,"natural-cure","","","",NA,NA,NA,NA,NA,NA
"27","arceus",493,"normal","None",120,120,120,120,120,120,"multitype","","","It is told in mythology that this Pokémon was born before the universe even existed.",0,-1,0,NA,120,1
"761","victini",494,"psychic","fire",100,100,100,100,100,100,"victory-star","","","When it shares the infinite energy it creates, that being’s entire body will be overflowing with power.",0,-1,0,NA,120,0
"662","snivy",495,"grass","None",45,45,55,45,55,63,"overgrow","contrary","","They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.",0,1,0,NA,20,0
"620","servine",496,"grass","None",60,60,75,60,75,83,"overgrow","contrary","","When it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean.",0,1,0,495,20,0
"619","serperior",497,"grass","None",75,75,95,75,95,113,"overgrow","contrary","","It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.",0,1,0,496,20,0
"713","tepig",498,"fire","None",65,63,45,45,45,45,"blaze","thick-fat","","It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp.",0,1,0,NA,20,0
"523","pignite",499,"fire","fighting",90,93,55,70,55,55,"blaze","thick-fat","","When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.",0,1,0,498,20,0
"204","emboar",500,"fire","fighting",110,123,65,100,65,65,"blaze","reckless","","It has mastered fast and powerful fighting moves. It grows a beard of fire.",0,1,0,499,20,0
"498","oshawott",501,"water","None",55,55,45,63,45,45,"torrent","shell-armor","","It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.",0,1,0,NA,20,0
"163","dewott",502,"water","None",75,75,60,83,60,60,"torrent","shell-armor","","As a result of strict training, each Dewott learns different forms for using the scalchops.",0,1,0,501,20,0
"597","samurott",503,"water","None",95,100,85,108,70,70,"torrent","shell-armor","","One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.",0,1,0,502,20,0
"509","patrat",504,"normal","None",45,55,39,35,39,42,"run-away","keen-eye","analytic","Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind.",0,4,0,NA,15,0
"777","watchog",505,"normal","None",60,85,69,60,69,77,"illuminate","keen-eye","analytic","When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.",0,4,0,504,20,0
"392","lillipup",506,"normal","None",45,60,45,25,45,55,"vital-spirit","pickup","run-away","Though it is a very brave Pokémon, it’s also smart enough to check its foe’s strength and avoid battle.",0,4,0,NA,15,0
"311","herdier",507,"normal","None",65,80,65,35,65,60,"intimidate","sand-rush","scrappy","It has black, cape-like fur that is very hard and decreases the amount of damage it receives.",0,4,0,506,15,0
"686","stoutland",508,"normal","None",85,110,90,45,90,80,"intimidate","sand-rush","scrappy","Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.",0,4,0,507,15,0
"555","purrloin",509,"dark","None",41,50,37,50,37,66,"limber","unburden","prankster","They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.",0,4,0,NA,20,0
"389","liepard",510,"dark","None",64,88,50,88,50,106,"limber","unburden","prankster","Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react.",0,4,0,509,20,0
"505","pansage",511,"grass","None",50,53,48,53,48,64,"gluttony","overgrow","","It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.",0,1,0,NA,20,0
"641","simisage",512,"grass","None",75,98,63,98,63,101,"gluttony","overgrow","","Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.",0,1,0,511,20,0
"506","pansear",513,"fire","None",50,53,48,53,48,64,"gluttony","blaze","","This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.",0,1,0,NA,20,0
"642","simisear",514,"fire","None",75,98,63,98,63,101,"gluttony","blaze","","When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets.",0,1,0,513,20,0
"504","panpour",515,"water","None",50,53,48,53,48,64,"gluttony","torrent","","The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.",0,1,0,NA,20,0
"640","simipour",516,"water","None",75,98,63,98,63,101,"gluttony","torrent","","It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail.",0,1,0,515,20,0
"474","munna",517,"psychic","None",76,25,45,67,55,24,"forewarn","synchronize","telepathy","It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist.",0,4,0,NA,10,0
"476","musharna",518,"psychic","None",116,55,85,107,95,29,"forewarn","synchronize","telepathy","The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.",0,4,0,517,10,0
"522","pidove",519,"normal","flying",50,55,50,36,30,43,"big-pecks","super-luck","rivalry","These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.",0,4,0,NA,15,0
"730","tranquill",520,"normal","flying",62,77,62,50,42,65,"big-pecks","super-luck","rivalry","No matter where in the world it goes, it knows where its nest is, so it never gets separated from its Trainer.",0,4,0,519,15,0
"746","unfezant",521,"normal","flying",80,115,80,65,55,93,"big-pecks","super-luck","rivalry","Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.",1,4,0,520,15,0
"71","blitzle",522,"electric","None",45,60,32,50,32,76,"lightning-rod","motor-drive","sap-sipper","Its mane shines when it discharges electricity. They use the frequency and rhythm of these flashes to communicate.",0,4,0,NA,20,0
"804","zebstrika",523,"electric","None",75,100,63,80,63,116,"lightning-rod","motor-drive","sap-sipper","They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.",0,4,0,522,20,0
"583","roggenrola",524,"rock","None",55,75,85,25,25,15,"sturdy","sand-force","","They were discovered a hundred years ago in an earthquake fissure. Inside each one is an energy core.",0,4,0,NA,15,0
"72","boldore",525,"rock","None",70,105,105,50,40,20,"sturdy","sand-force","","When it is healthy, its core sticks out. Always facing the same way, it swiftly moves front to back and left to right.",0,4,0,524,15,0
